transcriptID_trim,log2FoldChange
TRINITY_DN8164_c0_g1::TRINITY_DN8164_c0_g1_i13,2.53855571391419
TRINITY_DN2266_c0_g1::TRINITY_DN2266_c0_g1_i4,-4.36920840521968
TRINITY_DN1306_c0_g1::TRINITY_DN1306_c0_g1_i15,3.06332005987667
TRINITY_DN30_c0_g2::TRINITY_DN30_c0_g2_i1,3.69229387058392
TRINITY_DN33_c0_g1::TRINITY_DN33_c0_g1_i18,3.72486196403256
TRINITY_DN1306_c0_g1::TRINITY_DN1306_c0_g1_i3,3.72557147210707
TRINITY_DN1306_c0_g1::TRINITY_DN1306_c0_g1_i1,4.11320800150005
TRINITY_DN9365_c0_g1::TRINITY_DN9365_c0_g1_i1,3.54949270075376
TRINITY_DN11685_c0_g1::TRINITY_DN11685_c0_g1_i2,2.94952605127839
TRINITY_DN1306_c0_g1::TRINITY_DN1306_c0_g1_i13,4.20143855936731
TRINITY_DN258_c0_g1::TRINITY_DN258_c0_g1_i18,3.67463098719706
TRINITY_DN1963_c0_g1::TRINITY_DN1963_c0_g1_i9,2.18556750593566
TRINITY_DN258_c0_g1::TRINITY_DN258_c0_g1_i13,3.18786583675598
TRINITY_DN3555_c0_g1::TRINITY_DN3555_c0_g1_i1,2.43463962929055
TRINITY_DN574_c0_g1::TRINITY_DN574_c0_g1_i15,2.91589224865088
TRINITY_DN30_c0_g2::TRINITY_DN30_c0_g2_i1,3.91625955770594
TRINITY_DN1890_c0_g1::TRINITY_DN1890_c0_g1_i13,-1.40526835572165
TRINITY_DN10209_c0_g2::TRINITY_DN10209_c0_g2_i3,2.76104962906389
TRINITY_DN14512_c0_g1::TRINITY_DN14512_c0_g1_i1,2.91826153176468
TRINITY_DN2266_c0_g1::TRINITY_DN2266_c0_g1_i3,-3.304414495008
TRINITY_DN2161_c0_g1::TRINITY_DN2161_c0_g1_i9,1.72290561951478
TRINITY_DN2266_c0_g1::TRINITY_DN2266_c0_g1_i1,-3.304414495008
TRINITY_DN9244_c0_g1::TRINITY_DN9244_c0_g1_i19,-1.33755629333153
TRINITY_DN2173_c0_g1::TRINITY_DN2173_c0_g1_i2,2.63325476800302
TRINITY_DN2132_c0_g1::TRINITY_DN2132_c0_g1_i10,2.79733257888817
TRINITY_DN2865_c3_g1::TRINITY_DN2865_c3_g1_i6,-1.91117827333119
TRINITY_DN268_c0_g1::TRINITY_DN268_c0_g1_i1,-1.44991938065275
TRINITY_DN159_c0_g2::TRINITY_DN159_c0_g2_i2,2.84526867664224
TRINITY_DN30646_c0_g1::TRINITY_DN30646_c0_g1_i1,3.2432415594343
TRINITY_DN3821_c0_g1::TRINITY_DN3821_c0_g1_i2,2.24294786623552
TRINITY_DN2350_c0_g1::TRINITY_DN2350_c0_g1_i2,-0.874615589908395
TRINITY_DN6586_c0_g1::TRINITY_DN6586_c0_g1_i2,-1.53966527870442
TRINITY_DN1008_c0_g1::TRINITY_DN1008_c0_g1_i20,1.25599230158793
TRINITY_DN301_c0_g2::TRINITY_DN301_c0_g2_i1,2.15285691939231
TRINITY_DN2763_c0_g1::TRINITY_DN2763_c0_g1_i8,1.53771390121147
TRINITY_DN2763_c0_g1::TRINITY_DN2763_c0_g1_i13,1.53771390121147
TRINITY_DN2688_c1_g1::TRINITY_DN2688_c1_g1_i4,1.97768153635054
TRINITY_DN7398_c0_g1::TRINITY_DN7398_c0_g1_i1,-1.62356854553132
TRINITY_DN5899_c0_g1::TRINITY_DN5899_c0_g1_i7,-1.52121077289473
TRINITY_DN451_c0_g1::TRINITY_DN451_c0_g1_i1,-1.04836848174192
TRINITY_DN301_c0_g2::TRINITY_DN301_c0_g2_i7,2.34632077864239
TRINITY_DN1306_c0_g1::TRINITY_DN1306_c0_g1_i1,4.30542120262323
TRINITY_DN5545_c0_g1::TRINITY_DN5545_c0_g1_i2,1.79209564991958
TRINITY_DN3644_c0_g1::TRINITY_DN3644_c0_g1_i15,1.59007768635294
TRINITY_DN2289_c0_g1::TRINITY_DN2289_c0_g1_i3,2.18492615394518
TRINITY_DN1463_c0_g1::TRINITY_DN1463_c0_g1_i1,2.69112717683356
TRINITY_DN9607_c1_g1::TRINITY_DN9607_c1_g1_i1,2.41829036552572
TRINITY_DN7057_c0_g2::TRINITY_DN7057_c0_g2_i2,2.40079848629885
TRINITY_DN159_c0_g5::TRINITY_DN159_c0_g5_i1,2.43880824983499
TRINITY_DN4770_c0_g1::TRINITY_DN4770_c0_g1_i1,2.79059623457195
TRINITY_DN4518_c0_g1::TRINITY_DN4518_c0_g1_i1,2.61069320619333
TRINITY_DN10411_c0_g1::TRINITY_DN10411_c0_g1_i2,1.95314466558777
TRINITY_DN6070_c1_g1::TRINITY_DN6070_c1_g1_i4,2.39358689148158
TRINITY_DN1354_c0_g1::TRINITY_DN1354_c0_g1_i5,1.0951919319222
TRINITY_DN16_c0_g1::TRINITY_DN16_c0_g1_i1,1.67343676405464
TRINITY_DN159_c0_g2::TRINITY_DN159_c0_g2_i2,2.29780307711421
TRINITY_DN1446_c0_g1::TRINITY_DN1446_c0_g1_i21,3.43109161975491
TRINITY_DN9483_c0_g1::TRINITY_DN9483_c0_g1_i8,2.2993174178594
TRINITY_DN6309_c0_g1::TRINITY_DN6309_c0_g1_i12,-1.07680884723337
TRINITY_DN4432_c0_g1::TRINITY_DN4432_c0_g1_i6,3.22481024967163
TRINITY_DN4770_c0_g1::TRINITY_DN4770_c0_g1_i1,2.10973634508779
TRINITY_DN3268_c0_g1::TRINITY_DN3268_c0_g1_i1,1.74995553163015
TRINITY_DN533_c0_g1::TRINITY_DN533_c0_g1_i4,-2.09195627732184
TRINITY_DN4518_c0_g1::TRINITY_DN4518_c0_g1_i1,2.57368751067968
TRINITY_DN14184_c0_g1::TRINITY_DN14184_c0_g1_i10,2.53896210249421
TRINITY_DN2280_c0_g1::TRINITY_DN2280_c0_g1_i1,-1.68506551064967
TRINITY_DN4062_c0_g1::TRINITY_DN4062_c0_g1_i5,1.61226130783538
TRINITY_DN2289_c0_g1::TRINITY_DN2289_c0_g1_i3,2.29052658930335
TRINITY_DN37580_c0_g1::TRINITY_DN37580_c0_g1_i18,-1.69874513966537
TRINITY_DN466_c0_g1::TRINITY_DN466_c0_g1_i12,2.25967070470898
TRINITY_DN7797_c0_g1::TRINITY_DN7797_c0_g1_i5,2.06015882098905
TRINITY_DN12726_c0_g1::TRINITY_DN12726_c0_g1_i3,1.26633617890794
TRINITY_DN258_c0_g1::TRINITY_DN258_c0_g1_i10,1.76825210024597
TRINITY_DN9353_c0_g1::TRINITY_DN9353_c0_g1_i10,1.82994095064313
TRINITY_DN5480_c0_g1::TRINITY_DN5480_c0_g1_i2,2.22170317088975
TRINITY_DN334_c0_g1::TRINITY_DN334_c0_g1_i8,1.979022456332
TRINITY_DN6930_c0_g1::TRINITY_DN6930_c0_g1_i1,1.40618719564274
TRINITY_DN2693_c0_g1::TRINITY_DN2693_c0_g1_i4,2.20310011485079
TRINITY_DN12866_c0_g1::TRINITY_DN12866_c0_g1_i1,2.53698849976368
TRINITY_DN574_c0_g1::TRINITY_DN574_c0_g1_i18,2.77406836469888
TRINITY_DN3139_c0_g1::TRINITY_DN3139_c0_g1_i15,1.30309740272516
TRINITY_DN33_c0_g1::TRINITY_DN33_c0_g1_i22,1.70389215658244
TRINITY_DN15795_c0_g1::TRINITY_DN15795_c0_g1_i4,-1.15194986731207
TRINITY_DN515_c0_g1::TRINITY_DN515_c0_g1_i27,0.950970070462602
TRINITY_DN515_c0_g1::TRINITY_DN515_c0_g1_i7,0.950970070462602
TRINITY_DN17386_c0_g1::TRINITY_DN17386_c0_g1_i10,1.73678029181749
TRINITY_DN6345_c0_g1::TRINITY_DN6345_c0_g1_i15,2.40264024606842
TRINITY_DN6345_c0_g1::TRINITY_DN6345_c0_g1_i17,2.40264024606842
TRINITY_DN9524_c0_g1::TRINITY_DN9524_c0_g1_i3,2.71510092551993
TRINITY_DN7653_c0_g1::TRINITY_DN7653_c0_g1_i2,2.43191344427475
TRINITY_DN9827_c0_g1::TRINITY_DN9827_c0_g1_i1,1.41108365625028
TRINITY_DN3_c0_g1::TRINITY_DN3_c0_g1_i7,2.92007752359608
TRINITY_DN16170_c0_g1::TRINITY_DN16170_c0_g1_i1,2.37319570300122
TRINITY_DN33_c0_g1::TRINITY_DN33_c0_g1_i10,1.55221557965773
TRINITY_DN16_c0_g1::TRINITY_DN16_c0_g1_i3,3.09807902805633
TRINITY_DN9169_c0_g1::TRINITY_DN9169_c0_g1_i20,0.960823851367839
TRINITY_DN4361_c0_g1::TRINITY_DN4361_c0_g1_i3,1.88485241099545
TRINITY_DN7345_c0_g1::TRINITY_DN7345_c0_g1_i1,2.38929983180525
TRINITY_DN1021_c0_g1::TRINITY_DN1021_c0_g1_i5,1.55513799640319
TRINITY_DN301_c0_g2::TRINITY_DN301_c0_g2_i7,2.56823208962122
TRINITY_DN3236_c0_g1::TRINITY_DN3236_c0_g1_i6,2.08851143461997
TRINITY_DN3555_c0_g1::TRINITY_DN3555_c0_g1_i5,2.90456126136213
TRINITY_DN301_c0_g2::TRINITY_DN301_c0_g2_i8,1.80728838711095
TRINITY_DN30_c0_g2::TRINITY_DN30_c0_g2_i2,1.76518537748109
TRINITY_DN585_c0_g1::TRINITY_DN585_c0_g1_i8,2.04241650199183
TRINITY_DN4857_c0_g1::TRINITY_DN4857_c0_g1_i1,1.65554369236643
TRINITY_DN694_c0_g1::TRINITY_DN694_c0_g1_i19,1.31300498106452
TRINITY_DN694_c0_g1::TRINITY_DN694_c0_g1_i10,1.31308060551261
TRINITY_DN15819_c0_g1::TRINITY_DN15819_c0_g1_i11,1.10955625704403
TRINITY_DN301_c0_g1::TRINITY_DN301_c0_g1_i2,2.36789475491439
TRINITY_DN13966_c0_g1::TRINITY_DN13966_c0_g1_i1,2.19082568141131
TRINITY_DN10530_c0_g1::TRINITY_DN10530_c0_g1_i2,1.71763531115797
TRINITY_DN1190_c0_g1::TRINITY_DN1190_c0_g1_i2,1.03135110242782
TRINITY_DN7378_c0_g1::TRINITY_DN7378_c0_g1_i1,2.57438133059263
TRINITY_DN30_c0_g3::TRINITY_DN30_c0_g3_i1,1.39674450246758
TRINITY_DN12898_c0_g1::TRINITY_DN12898_c0_g1_i1,-1.64730494629693
TRINITY_DN16170_c0_g1::TRINITY_DN16170_c0_g1_i1,2.33441792758568
TRINITY_DN638_c0_g1::TRINITY_DN638_c0_g1_i10,1.86141125469713
TRINITY_DN2695_c0_g1::TRINITY_DN2695_c0_g1_i18,-1.57978364696404
TRINITY_DN2695_c0_g1::TRINITY_DN2695_c0_g1_i16,-1.5797836576999
TRINITY_DN638_c0_g1::TRINITY_DN638_c0_g1_i16,1.86141125469713
TRINITY_DN13966_c0_g1::TRINITY_DN13966_c0_g1_i1,1.80842679079927
TRINITY_DN2281_c0_g1::TRINITY_DN2281_c0_g1_i10,1.78069489338775
TRINITY_DN1998_c0_g1::TRINITY_DN1998_c0_g1_i5,1.51110786896782
TRINITY_DN6968_c0_g1::TRINITY_DN6968_c0_g1_i1,-1.40933642807757
TRINITY_DN2920_c0_g1::TRINITY_DN2920_c0_g1_i32,-0.656112522270329
TRINITY_DN6630_c0_g1::TRINITY_DN6630_c0_g1_i11,-1.4559120967973
TRINITY_DN1998_c0_g1::TRINITY_DN1998_c0_g1_i10,1.48143509506049
TRINITY_DN2161_c0_g1::TRINITY_DN2161_c0_g1_i1,2.06169931475783
TRINITY_DN301_c2_g1::TRINITY_DN301_c2_g1_i1,1.46697027915835
TRINITY_DN1187_c0_g1::TRINITY_DN1187_c0_g1_i12,2.02692280327969
TRINITY_DN5298_c0_g1::TRINITY_DN5298_c0_g1_i6,2.0028950560079
TRINITY_DN6087_c0_g1::TRINITY_DN6087_c0_g1_i2,2.42489817814216
TRINITY_DN210_c0_g1::TRINITY_DN210_c0_g1_i1,3.27735499504824
TRINITY_DN9411_c0_g1::TRINITY_DN9411_c0_g1_i2,1.72007303151531
TRINITY_DN3371_c0_g1::TRINITY_DN3371_c0_g1_i18,-0.971600665250113
TRINITY_DN661_c0_g1::TRINITY_DN661_c0_g1_i8,2.03487833927945
TRINITY_DN36184_c0_g1::TRINITY_DN36184_c0_g1_i9,1.99822577855364
TRINITY_DN140_c0_g3::TRINITY_DN140_c0_g3_i1,1.88909422137233
TRINITY_DN8906_c0_g1::TRINITY_DN8906_c0_g1_i12,-0.504114239068765
TRINITY_DN1785_c0_g1::TRINITY_DN1785_c0_g1_i6,1.59204973562646
TRINITY_DN10371_c0_g1::TRINITY_DN10371_c0_g1_i1,2.09062554784646
TRINITY_DN1905_c0_g1::TRINITY_DN1905_c0_g1_i11,2.18824769143746
TRINITY_DN26835_c0_g1::TRINITY_DN26835_c0_g1_i2,-1.55015746744658
TRINITY_DN1414_c0_g1::TRINITY_DN1414_c0_g1_i8,2.11781557374439
TRINITY_DN7035_c0_g1::TRINITY_DN7035_c0_g1_i1,1.51019995517242
TRINITY_DN21513_c0_g1::TRINITY_DN21513_c0_g1_i1,-1.36969718313847
TRINITY_DN1864_c1_g2::TRINITY_DN1864_c1_g2_i1,1.73370258215814
TRINITY_DN13047_c0_g1::TRINITY_DN13047_c0_g1_i2,-1.71338123750683
TRINITY_DN796_c1_g1::TRINITY_DN796_c1_g1_i3,-1.50455595482214
TRINITY_DN6249_c0_g1::TRINITY_DN6249_c0_g1_i12,2.01480258721809
TRINITY_DN11475_c0_g1::TRINITY_DN11475_c0_g1_i2,1.45011660394797
TRINITY_DN4242_c0_g1::TRINITY_DN4242_c0_g1_i8,1.15251278198185
TRINITY_DN1972_c0_g1::TRINITY_DN1972_c0_g1_i1,-1.1246458822493
TRINITY_DN11057_c0_g1::TRINITY_DN11057_c0_g1_i9,-1.28480384741386
TRINITY_DN10488_c0_g1::TRINITY_DN10488_c0_g1_i3,1.19971918701869
TRINITY_DN6866_c0_g1::TRINITY_DN6866_c0_g1_i1,1.62241088881203
TRINITY_DN27775_c0_g1::TRINITY_DN27775_c0_g1_i8,1.31301742394944
TRINITY_DN1343_c0_g1::TRINITY_DN1343_c0_g1_i2,1.6276750584573
TRINITY_DN223_c0_g1::TRINITY_DN223_c0_g1_i31,3.00130350762112
TRINITY_DN140_c0_g2::TRINITY_DN140_c0_g2_i5,2.15036426739013
TRINITY_DN7057_c0_g2::TRINITY_DN7057_c0_g2_i2,2.35897900793508
TRINITY_DN2468_c0_g1::TRINITY_DN2468_c0_g1_i1,2.04003761409458
TRINITY_DN2104_c0_g1::TRINITY_DN2104_c0_g1_i10,1.80972322235475
TRINITY_DN9658_c0_g1::TRINITY_DN9658_c0_g1_i8,-1.37807938953039
TRINITY_DN4193_c0_g1::TRINITY_DN4193_c0_g1_i2,0.400698403517781
TRINITY_DN1446_c0_g1::TRINITY_DN1446_c0_g1_i21,2.78408441620293
TRINITY_DN1446_c0_g1::TRINITY_DN1446_c0_g1_i20,2.78408441620293
TRINITY_DN12139_c0_g1::TRINITY_DN12139_c0_g1_i12,1.56068104311488
TRINITY_DN5958_c0_g1::TRINITY_DN5958_c0_g1_i6,0.84016267217088
TRINITY_DN8509_c0_g1::TRINITY_DN8509_c0_g1_i1,1.46496697501938
TRINITY_DN9827_c0_g1::TRINITY_DN9827_c0_g1_i1,1.49294921889408
TRINITY_DN159_c0_g1::TRINITY_DN159_c0_g1_i1,2.05454259203895
TRINITY_DN6968_c0_g1::TRINITY_DN6968_c0_g1_i1,-1.10490546892438
TRINITY_DN1021_c0_g1::TRINITY_DN1021_c0_g1_i11,1.41417258407749
TRINITY_DN134_c0_g1::TRINITY_DN134_c0_g1_i12,2.77154833919283
TRINITY_DN2672_c2_g1::TRINITY_DN2672_c2_g1_i7,1.93736701432718
TRINITY_DN4432_c0_g1::TRINITY_DN4432_c0_g1_i11,3.50278009129094
TRINITY_DN478_c0_g1::TRINITY_DN478_c0_g1_i15,1.37578400458842
TRINITY_DN15957_c0_g1::TRINITY_DN15957_c0_g1_i3,1.96513251363204
TRINITY_DN6918_c0_g1::TRINITY_DN6918_c0_g1_i15,-0.858950737846341
TRINITY_DN13232_c1_g1::TRINITY_DN13232_c1_g1_i2,1.39726208513108
TRINITY_DN1979_c1_g1::TRINITY_DN1979_c1_g1_i5,1.70361179129341
TRINITY_DN5073_c0_g1::TRINITY_DN5073_c0_g1_i1,-1.07521668835651
TRINITY_DN6599_c0_g1::TRINITY_DN6599_c0_g1_i13,2.04921550075776
TRINITY_DN6627_c0_g1::TRINITY_DN6627_c0_g1_i10,1.42859423391906
TRINITY_DN6746_c0_g1::TRINITY_DN6746_c0_g1_i10,1.57643960133393
TRINITY_DN140_c0_g3::TRINITY_DN140_c0_g3_i1,2.11186190762848
TRINITY_DN210_c0_g3::TRINITY_DN210_c0_g3_i1,2.14803858469035
TRINITY_DN7976_c0_g1::TRINITY_DN7976_c0_g1_i1,1.3265512654929
TRINITY_DN577_c0_g2::TRINITY_DN577_c0_g2_i1,2.17708535209942
TRINITY_DN11478_c0_g1::TRINITY_DN11478_c0_g1_i1,1.16789528046934
TRINITY_DN796_c0_g1::TRINITY_DN796_c0_g1_i19,-1.4833002590062
TRINITY_DN5806_c0_g1::TRINITY_DN5806_c0_g1_i2,-0.53917824730384
