transcriptID_trim,log2FoldChange
TRINITY_DN21119_c0_g1::TRINITY_DN21119_c0_g1_i4,2.03963808412686
TRINITY_DN30_c0_g1::TRINITY_DN30_c0_g1_i1,1.69429832337381
TRINITY_DN10320_c0_g1::TRINITY_DN10320_c0_g1_i24,1.23912894792076
TRINITY_DN16711_c0_g1::TRINITY_DN16711_c0_g1_i1,0.286614850473029
TRINITY_DN6227_c0_g1::TRINITY_DN6227_c0_g1_i6,1.99050140904433
TRINITY_DN1313_c0_g1::TRINITY_DN1313_c0_g1_i7,-0.372475497435043
TRINITY_DN6116_c0_g1::TRINITY_DN6116_c0_g1_i1,-1.56228542357357
TRINITY_DN8509_c2_g2::TRINITY_DN8509_c2_g2_i1,3.54883995251909
TRINITY_DN10607_c0_g1::TRINITY_DN10607_c0_g1_i1,-2.00095045140975
TRINITY_DN12084_c0_g1::TRINITY_DN12084_c0_g1_i3,1.34147126546154
TRINITY_DN12084_c0_g1::TRINITY_DN12084_c0_g1_i4,1.34147126546154
TRINITY_DN4971_c2_g1::TRINITY_DN4971_c2_g1_i3,1.71377949265536
TRINITY_DN6927_c0_g1::TRINITY_DN6927_c0_g1_i9,1.21829804102181
TRINITY_DN14996_c0_g1::TRINITY_DN14996_c0_g1_i3,2.87082038028507
TRINITY_DN6783_c0_g1::TRINITY_DN6783_c0_g1_i1,-1.38058952959692
TRINITY_DN1353_c0_g1::TRINITY_DN1353_c0_g1_i20,1.88063507499226
TRINITY_DN134_c0_g1::TRINITY_DN134_c0_g1_i6,2.12215363918751
TRINITY_DN39627_c0_g1::TRINITY_DN39627_c0_g1_i8,-1.97987767281837
TRINITY_DN210_c0_g1::TRINITY_DN210_c0_g1_i2,1.46570583310916
TRINITY_DN7686_c0_g1::TRINITY_DN7686_c0_g1_i2,1.2011587806247
TRINITY_DN5363_c0_g1::TRINITY_DN5363_c0_g1_i6,0.834754997585287
TRINITY_DN3808_c0_g1::TRINITY_DN3808_c0_g1_i1,2.05840475052597
TRINITY_DN740_c0_g1::TRINITY_DN740_c0_g1_i9,1.82439000580017
TRINITY_DN2920_c0_g1::TRINITY_DN2920_c0_g1_i32,-0.764699035086212
TRINITY_DN6202_c0_g1::TRINITY_DN6202_c0_g1_i1,1.20625010759534
TRINITY_DN7200_c2_g1::TRINITY_DN7200_c2_g1_i22,1.50683719815008
TRINITY_DN2744_c1_g1::TRINITY_DN2744_c1_g1_i1,-1.0785118036539
TRINITY_DN3639_c0_g1::TRINITY_DN3639_c0_g1_i14,1.59059953034948
TRINITY_DN50_c0_g1::TRINITY_DN50_c0_g1_i9,3.01318167441571
TRINITY_DN859_c0_g1::TRINITY_DN859_c0_g1_i1,2.9145467150285
TRINITY_DN7454_c1_g1::TRINITY_DN7454_c1_g1_i5,1.36610205925295
TRINITY_DN3225_c0_g1::TRINITY_DN3225_c0_g1_i16,1.27284687540939
TRINITY_DN12405_c0_g1::TRINITY_DN12405_c0_g1_i6,-1.18527397744562
TRINITY_DN8164_c0_g1::TRINITY_DN8164_c0_g1_i15,1.89971767062007
TRINITY_DN339_c0_g1::TRINITY_DN339_c0_g1_i10,2.29714919792766
TRINITY_DN334_c0_g1::TRINITY_DN334_c0_g1_i7,1.39821317935081
TRINITY_DN3885_c0_g1::TRINITY_DN3885_c0_g1_i6,-0.633417987121636
TRINITY_DN4302_c0_g1::TRINITY_DN4302_c0_g1_i10,1.58274622138195
TRINITY_DN661_c0_g1::TRINITY_DN661_c0_g1_i19,1.82007655078949
TRINITY_DN15957_c0_g1::TRINITY_DN15957_c0_g1_i4,1.70057421448016
TRINITY_DN7997_c0_g1::TRINITY_DN7997_c0_g1_i5,-1.3552465549406
TRINITY_DN18556_c0_g1::TRINITY_DN18556_c0_g1_i1,1.74425710341498
TRINITY_DN20176_c0_g1::TRINITY_DN20176_c0_g1_i2,-1.13046119620403
TRINITY_DN204_c0_g1::TRINITY_DN204_c0_g1_i1,1.77948141492823
TRINITY_DN2380_c0_g1::TRINITY_DN2380_c0_g1_i1,-1.11852186989437
TRINITY_DN4888_c0_g1::TRINITY_DN4888_c0_g1_i1,-0.965823719732219
TRINITY_DN466_c0_g1::TRINITY_DN466_c0_g1_i2,2.37264779236707
TRINITY_DN466_c0_g1::TRINITY_DN466_c0_g1_i11,2.37264779236707
TRINITY_DN1569_c0_g1::TRINITY_DN1569_c0_g1_i1,1.68971672757956
TRINITY_DN2590_c0_g1::TRINITY_DN2590_c0_g1_i14,1.10588555757818
TRINITY_DN9419_c0_g1::TRINITY_DN9419_c0_g1_i1,2.08842185024469
TRINITY_DN585_c0_g1::TRINITY_DN585_c0_g1_i7,1.79539445976784
TRINITY_DN17901_c0_g1::TRINITY_DN17901_c0_g1_i11,-1.16985084898711
TRINITY_DN16090_c0_g1::TRINITY_DN16090_c0_g1_i1,-1.5296410158028
TRINITY_DN6432_c0_g1::TRINITY_DN6432_c0_g1_i2,-0.551642046934114
TRINITY_DN16_c0_g2::TRINITY_DN16_c0_g2_i3,1.26341831069964
TRINITY_DN6640_c0_g1::TRINITY_DN6640_c0_g1_i12,-1.13817559516328
TRINITY_DN210_c0_g1::TRINITY_DN210_c0_g1_i2,1.53891611027109
TRINITY_DN15608_c0_g1::TRINITY_DN15608_c0_g1_i4,1.97201822030172
TRINITY_DN3304_c0_g1::TRINITY_DN3304_c0_g1_i4,1.02065669365869
TRINITY_DN2281_c0_g1::TRINITY_DN2281_c0_g1_i7,2.08157829550314
TRINITY_DN12651_c0_g1::TRINITY_DN12651_c0_g1_i1,1.86913039956506
TRINITY_DN1060_c0_g1::TRINITY_DN1060_c0_g1_i5,1.80150579020962
TRINITY_DN30_c1_g1::TRINITY_DN30_c1_g1_i1,3.51465285597788
TRINITY_DN14621_c0_g1::TRINITY_DN14621_c0_g1_i6,1.82922418835148
TRINITY_DN36525_c0_g1::TRINITY_DN36525_c0_g1_i1,2.33745748889974
TRINITY_DN6304_c0_g1::TRINITY_DN6304_c0_g1_i6,-0.846215879126463
TRINITY_DN796_c0_g1::TRINITY_DN796_c0_g1_i14,-1.1543078189805
TRINITY_DN4119_c0_g1::TRINITY_DN4119_c0_g1_i9,-0.485617554702466
TRINITY_DN210_c0_g3::TRINITY_DN210_c0_g3_i1,2.20022237236651
TRINITY_DN2755_c0_g1::TRINITY_DN2755_c0_g1_i4,0.952057239791731
TRINITY_DN1370_c0_g1::TRINITY_DN1370_c0_g1_i8,-0.328703464971752
TRINITY_DN2892_c0_g1::TRINITY_DN2892_c0_g1_i7,1.42508309466725
TRINITY_DN12465_c0_g2::TRINITY_DN12465_c0_g2_i1,1.74835055713792
TRINITY_DN3479_c0_g1::TRINITY_DN3479_c0_g1_i2,1.66636307377098
TRINITY_DN2269_c0_g1::TRINITY_DN2269_c0_g1_i5,1.60942276816825
TRINITY_DN9472_c0_g1::TRINITY_DN9472_c0_g1_i6,2.10835817327414
TRINITY_DN10800_c0_g1::TRINITY_DN10800_c0_g1_i2,1.6995644422691
TRINITY_DN6810_c0_g1::TRINITY_DN6810_c0_g1_i1,1.28731120459899
TRINITY_DN577_c0_g2::TRINITY_DN577_c0_g2_i1,2.30607794061367
TRINITY_DN22401_c0_g1::TRINITY_DN22401_c0_g1_i13,1.10329752572637
TRINITY_DN9854_c0_g1::TRINITY_DN9854_c0_g1_i7,0.967682902650049
TRINITY_DN223_c0_g1::TRINITY_DN223_c0_g1_i21,1.96096541494887
TRINITY_DN4742_c0_g1::TRINITY_DN4742_c0_g1_i1,1.59604593220314
TRINITY_DN1625_c0_g1::TRINITY_DN1625_c0_g1_i2,-0.683864401364122
TRINITY_DN1670_c0_g1::TRINITY_DN1670_c0_g1_i6,2.24488888179943
TRINITY_DN1386_c0_g1::TRINITY_DN1386_c0_g1_i1,1.83893437443133
TRINITY_DN4888_c1_g1::TRINITY_DN4888_c1_g1_i1,-1.40863989440212
TRINITY_DN154_c0_g1::TRINITY_DN154_c0_g1_i2,-1.68064757891326
TRINITY_DN29547_c0_g1::TRINITY_DN29547_c0_g1_i7,1.79528869702806
TRINITY_DN572_c0_g1::TRINITY_DN572_c0_g1_i3,0.931437876526653
TRINITY_DN7169_c0_g1::TRINITY_DN7169_c0_g1_i1,-1.2938316021515
TRINITY_DN301_c0_g1::TRINITY_DN301_c0_g1_i1,2.61328454542787
TRINITY_DN8618_c0_g1::TRINITY_DN8618_c0_g1_i15,1.88791368731841
TRINITY_DN5291_c0_g1::TRINITY_DN5291_c0_g1_i16,2.65461108693236
TRINITY_DN2672_c2_g1::TRINITY_DN2672_c2_g1_i3,1.80177313000318
TRINITY_DN37167_c0_g1::TRINITY_DN37167_c0_g1_i7,0.497924934344074
TRINITY_DN30218_c0_g1::TRINITY_DN30218_c0_g1_i1,2.0401922105869
TRINITY_DN8078_c0_g3::TRINITY_DN8078_c0_g3_i7,1.95684426469795
TRINITY_DN9192_c0_g1::TRINITY_DN9192_c0_g1_i1,-0.560945767590508
TRINITY_DN7415_c0_g1::TRINITY_DN7415_c0_g1_i1,-1.75060413896299
TRINITY_DN992_c0_g1::TRINITY_DN992_c0_g1_i18,-0.563552360357427
TRINITY_DN796_c6_g1::TRINITY_DN796_c6_g1_i2,-1.4453204011324
TRINITY_DN11606_c0_g1::TRINITY_DN11606_c0_g1_i1,-2.28258269915559
TRINITY_DN1803_c0_g1::TRINITY_DN1803_c0_g1_i10,-0.507982207945096
TRINITY_DN14203_c2_g3::TRINITY_DN14203_c2_g3_i1,1.81490914837816
TRINITY_DN3185_c0_g1::TRINITY_DN3185_c0_g1_i18,-0.568485960273152
TRINITY_DN3185_c0_g1::TRINITY_DN3185_c0_g1_i21,-0.568485960273152
TRINITY_DN3561_c0_g1::TRINITY_DN3561_c0_g1_i13,1.30298282567866
TRINITY_DN9417_c0_g1::TRINITY_DN9417_c0_g1_i6,2.02943905757487
TRINITY_DN8129_c0_g1::TRINITY_DN8129_c0_g1_i9,-0.983995395652898
TRINITY_DN1388_c0_g1::TRINITY_DN1388_c0_g1_i5,1.75633556715339
TRINITY_DN7391_c0_g1::TRINITY_DN7391_c0_g1_i1,-1.77738970026295
TRINITY_DN4634_c0_g1::TRINITY_DN4634_c0_g1_i2,2.29377274085575
TRINITY_DN21894_c0_g1::TRINITY_DN21894_c0_g1_i3,1.56445878772592
TRINITY_DN12125_c0_g1::TRINITY_DN12125_c0_g1_i3,1.35510214314699
TRINITY_DN4356_c0_g1::TRINITY_DN4356_c0_g1_i3,-0.97883724419256
TRINITY_DN2408_c0_g1::TRINITY_DN2408_c0_g1_i9,1.49732571182518
